 0.1

1.375569e+20, 3.394627e+20, 5.006207e+20, 5.013132e+20, 5.382927e+20, 6.233051e+20, 5.936041e+20, 5.654275e+20, 6.281377e+20, 6.513805e+20, 6.607938e+20, 7.208134e+20, 6.692493e+20, 7.669040e+20, 8.127927e+20, 7.672505e+20, 7.096321e+20, 6.447575e+20, 7.461832e+20, 7.806839e+20, 8.332038e+20, 8.490529e+20, 7.782830e+20, 8.123167e+20, 8.135662e+20, 7.949167e+20, 7.981418e+20, 8.326951e+20, 9.734841e+20, 8.427608e+20, 7.533621e+20, 8.022394e+20, 8.158602e+20, 8.958099e+20, 8.156527e+20, 7.501281e+20, 8.174456e+20, 7.740219e+20, 8.235395e+20, 8.074474e+20, 6.436708e+20, 5.740138e+20, 5.349040e+20, 4.374714e+20, 3.989063e+20, 3.529222e+20, 3.247705e+20, 2.889192e+20, 2.443869e+20, 2.181770e+20, 1.944949e+20, 1.757046e+20, 1.552367e+20, 1.398350e+20, 1.412664e+20, 1.211952e+20, 9.841604e+19, 7.784839e+19, 7.625754e+19, 8.582688e+19, 8.178720e+19, 6.810879e+19, 6.836349e+19, 5.986968e+19, 5.598507e+19, 4.829401e+19, 3.964497e+19, 3.338989e+19, 3.181349e+19, 3.031728e+19, 2.739824e+19, 2.180892e+19, 1.806012e+19, 1.447640e+19, 1.456734e+19, 1.437162e+19, 1.291602e+19, 1.185220e+19, 1.053134e+19, 8.621010e+18, 7.142748e+18, 8.950666e+18, 1.083987e+19, 1.018898e+19, 9.602430e+18, 9.000930e+18, 7.772152e+18, 7.513833e+18, 7.002338e+18, 5.294606e+18, 5.282253e+18, 4.816345e+18, 4.214055e+18, 3.896484e+18, 3.545403e+18, 3.750640e+18, 4.013693e+18, 3.785913e+18, 3.773014e+18, 3.959037e+18, 

8.044445e-02, 1.118125e-01, 1.267968e-01, 1.341323e-01, 1.426452e-01, 1.418752e-01, 1.376833e-01, 1.457005e-01, 1.471457e-01, 1.444621e-01, 1.366206e-01, 1.400183e-01, 1.487658e-01, 1.412919e-01, 1.362293e-01, 1.329393e-01, 1.382060e-01, 1.450076e-01, 1.405761e-01, 1.427141e-01, 1.333455e-01, 1.376150e-01, 1.377706e-01, 1.397719e-01, 1.460190e-01, 1.400366e-01, 1.445161e-01, 1.423116e-01, 1.427694e-01, 1.438285e-01, 1.468757e-01, 1.453499e-01, 1.447387e-01, 1.448869e-01, 1.523457e-01, 1.410799e-01, 1.432400e-01, 1.431760e-01, 1.434035e-01, 1.387505e-01, 1.435750e-01, 1.379777e-01, 1.443302e-01, 1.452130e-01, 1.495050e-01, 1.471695e-01, 1.420567e-01, 1.396871e-01, 1.314308e-01, 1.288001e-01, 1.294527e-01, 1.258268e-01, 1.145314e-01, 1.101682e-01, 1.075668e-01, 1.022276e-01, 9.605477e-02, 9.053060e-02, 8.891388e-02, 8.433822e-02, 7.995175e-02, 7.638112e-02, 7.201557e-02, 6.779147e-02, 6.298155e-02, 5.942523e-02, 5.642768e-02, 5.250281e-02, 4.979216e-02, 4.663696e-02, 4.316522e-02, 3.980165e-02, 3.709854e-02, 3.414897e-02, 3.206650e-02, 2.951231e-02, 2.805423e-02, 2.647224e-02, 2.510479e-02, 2.334487e-02, 2.277566e-02, 2.273279e-02, 2.103991e-02, 1.982915e-02, 1.787952e-02, 1.690292e-02, 1.538928e-02, 1.492852e-02, 1.368550e-02, 1.241676e-02, 1.117102e-02, 1.085203e-02, 1.096997e-02, 1.062342e-02, 9.631389e-03, 8.368770e-03, 7.876380e-03, 8.080325e-03, 7.060606e-03, 6.072844e-03, 

4.235088e+10, 4.856783e+11, 7.374080e+12, 2.643422e+14, 6.036132e+16, 2.631695e+17, 8.316044e+18, 4.213602e+20, 
2.430214e+15, 1.155911e+06, 8.364531e+15, 9.412835e+12, 1.319530e+16, 5.436442e+16, 3.931091e+18, 4.259905e+20, 
1.790467e+18, 2.243662e+03, 7.345768e+17, 2.329111e+10, 8.473212e+16, 4.090013e+16, 2.859668e+18, 4.244897e+20, 
4.581600e+18, 0.000000e+00, 1.676551e+19, 0.000000e+00, 1.095539e+16, 3.438674e+16, 2.962886e+18, 4.056447e+20, 
1.266154e+19, 0.000000e+00, 1.075917e+16, 2.296942e+19, 7.599331e+12, 1.439353e+20, 1.065723e+18, 2.493572e+20, 
9.704661e+13, 4.111188e+19, 8.970631e+05, 3.848066e+19, 6.740103e+12, 9.719613e+19, 1.032927e+18, 2.521783e+20, 
3.436284e+15, 2.039755e+18, 6.731328e+19, 0.000000e+00, 1.624855e+15, 1.874051e+18, 1.568520e+18, 3.571993e+20, 
5.463169e+18, 0.000000e+00, 7.579210e+19, 0.000000e+00, 5.600928e+13, 1.713392e+20, 6.903280e+17, 1.767152e+20, 
2.550500e+04, 3.882670e+19, 8.870256e+04, 1.474427e+20, 1.065140e+12, 1.686360e+20, 2.595498e+17, 7.483508e+19, 
1.497890e+15, 2.226051e+19, 1.829443e+05, 1.522815e+20, 1.915509e+12, 1.429783e+20, 4.082265e+17, 1.120700e+20, 
6.747122e+11, 1.781793e+19, 9.984962e+05, 6.479235e+19, 6.921504e+12, 1.146662e+20, 9.858820e+17, 2.317377e+20, 
6.420152e+18, 4.131043e+19, 6.749667e+05, 4.683106e+19, 5.342148e+12, 1.203245e+20, 8.651059e+17, 2.142488e+20, 
2.835970e+08, 8.571307e+19, 4.804842e+04, 5.924432e+19, 6.125353e+11, 2.386367e+20, 1.583132e+17, 4.624761e+19, 
0.000000e+00, 3.519699e+09, 1.247360e+20, 0.000000e+00, 7.196554e+13, 1.143794e+20, 7.292513e+17, 1.901553e+20, 
1.556125e+19, 0.000000e+00, 1.157406e+20, 0.000000e+00, 1.463698e+16, 2.035611e+19, 1.094872e+18, 2.772326e+20, 
2.033896e+19, 0.000000e+00, 1.300904e+20, 0.000000e+00, 1.168217e+14, 1.682220e+19, 1.012024e+18, 2.617363e+20, 
2.246313e+19, 0.000000e+00, 1.275245e+20, 0.000000e+00, 6.184326e+14, 3.001086e+15, 2.694602e+20, 1.054855e+19, 
8.983261e+14, 8.711186e+19, 3.667023e+04, 5.394635e+19, 4.616849e+11, 2.542303e+20, 1.182405e+17, 3.459235e+19, 
2.754972e+19, 0.000000e+00, 4.268899e+19, 0.000000e+00, 7.168801e+13, 1.397305e+20, 8.840135e+17, 2.191467e+20, 
3.113061e+18, 2.667714e+19, 1.411081e+05, 1.266179e+20, 1.474921e+12, 1.875012e+20, 3.144967e+17, 8.577623e+19, 
1.206574e+19, 0.000000e+00, 5.049494e+19, 0.000000e+00, 1.041483e+14, 7.152802e+19, 1.297385e+18, 2.946138e+20, 
2.487010e+19, 0.000000e+00, 1.376615e+20, 0.000000e+00, 5.619940e+13, 6.214519e+19, 7.409793e+17, 2.045822e+20, 
1.636237e+19, 2.783375e+01, 9.327892e+19, 5.589398e+08, 3.578951e+18, 1.810258e+15, 2.653205e+20, 5.145742e+19, 
1.766747e+19, 0.000000e+00, 1.230779e+20, 0.000000e+00, 0.000000e+00, 2.372313e+19, 2.415884e+20, 2.394312e+19, 
